ID,Date,Species_Group,Species,Location,Latitude,Longitude,Coordinate_System
472,1994-04-06,Dinoflagellates,Noctiluca scintillans,"Deep Water Bay, Hong Kong Island",22.24029702,114.1821067, WGS84
473,1994-04-15,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour,22.44363313,114.2222934, WGS84
474,1994-04-18,Others,Heterosigma akashiwo,Shing Mun River,22.39732878,114.2086331, WGS84
475,1994-05-10,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.23236199,114.2235276, WGS84
476,1994-05-13,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour,22.44363313,114.2222934, WGS84
477,1994-07-01,Diatom,Pseudo-nitzschia pungens,Victoria Harbour,22.32661285,114.1179587, WGS84
478,1994-07-19,Dinoflagellates,Ceratium furca,"Tai Long Sai Wan, Sai Kung",22.39893851,114.373077, WGS84
479,1994-07-26,Dinoflagellates,Ceratium furca,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.34428481,114.288801, WGS84
480,1994-11-14,Dinoflagellates,Prorocentrum minimum,Shatin Hoi,22.41648075,114.2186351, WGS84
481,1995-01-18,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
482,1995-01-19,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
483,1995-01-19,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai and Yung Shue Au Fish Culture Zones,22.45442342,114.2083353, WGS84
484,1995-01-22,Others,Undetermined sp.,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.34428481,114.288801, WGS84
485,1995-02-08,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
486,1995-02-08,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.22082333,114.2151302, WGS84
487,1995-02-08,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.4817786,114.315074, WGS84
488,1995-02-15,Dinoflagellates,Gymnodinium sanguineum,"Lai Chi Wo and O Pui Tong, Crooked Harbour (Kat O Hoi)",22.54094455,114.2777267, WGS84
489,1995-02-19,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.4817786,114.315074, WGS84
490,1995-02-24,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
491,1995-03-06,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
492,1995-03-15,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach and Bayside Beach, Sai Kung",22.32292753,114.2724345, WGS84
493,1995-03-23,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
494,1995-03-24,Diatom,Skeletonema costatum,Yim Tin Tsai Fish Culture Zone,22.45460274,114.208099, WGS84
495,1995-03-24,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
496,1995-04-05,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach and Clear Water Bay, Sai Kung",22.28371647,114.2952772, WGS84
497,1995-04-06,Dinoflagellates,Prorocentrum dentatum,"Hoi Ha Wan, Sai Kung",22.46661903,114.3323568, WGS84
498,1995-04-10,Others,Heterosigma akashiwo,Yim Tin Tsai Fish Culture Zone,22.45457913,114.2084315, WGS84
499,1995-04-28,Diatom,Eucampia zodiacus,Ma Wan to Tuen Mun and Chek Lap Kok,22.35372601,114.0250299, WGS84
500,1995-05-10,Dinoflagellates,Noctiluca scintillans,"Kwun Yam Wan Beach, Cheung Chau",22.20770159,114.0348931, WGS84
501,1995-06-23,Diatom,Skeletonema costatum,"Middle Bay, Hong Kong Island",22.22967035,114.1964282, WGS84
502,1995-12-12,Diatom,Pseudo-nitzschia pungens,Yim Tin Tsai Fish Culture Zone,22.4546266,114.2082017, WGS84
503,1995-12-27,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.44363313,114.2222934, WGS84
504,1996-01-25,Dinoflagellates,Noctiluca scintillans,Hong Kong (Northeastern),22.52240512,114.3391187, WGS84
505,1996-03-15,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First and Second Beach and Silverstrand Beach, Sai Kung",22.28979215,114.2915686, WGS84
506,1996-03-17,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.23236199,114.2235276, WGS84
507,1996-04-16,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station and Sha Tau Kok Hoi,22.53654844,114.302617, WGS84
508,1996-04-17,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.32283587,114.2723227, WGS84
509,1996-04-17,Others,Trichodesmium spp.,"Silverstrand Beach, Sai Kung",22.32283587,114.2723227, WGS84
510,1996-04-26,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.443982,114.2215549, WGS84
511,1996-05-07,Dinoflagellates,Noctiluca scintillans,"Silverstrand, Sai Kung",22.3235895,114.2737004, WGS84
512,1996-05-14,Dinoflagellates,Prorocentrum minimum,Yim Tin Tsai Fish Culture Zone,22.45370889,114.2078674, WGS84
513,1996-05-24,Diatom,Skeletonema costatum,Tolo Harbour,22.44363313,114.2222934, WGS84
514,1996-05-30,Others,Plagioselmis prolonga,Tolo Harbour,22.44363313,114.2222934, WGS84
515,1996-06-04,Others,Pedinomonadaceae spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
516,1996-06-18,Diatom,Chaetoceros pseudocurvisetus,Tolo Harbour,22.44363313,114.2222934, WGS84
517,1996-06-21,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.44363313,114.2222934, WGS84
518,1996-06-25,Diatom,Pseudo-nitzschia pseudodelicatissima,Hong Kong (Southwestern),22.17539812,113.8738527, WGS84
519,1996-06-27,Diatom,Chaetoceros spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
520,1996-06-27,Diatom,Thalassiosira pseudonana,Tolo Harbour,22.44363313,114.2222934, WGS84
521,1996-07-10,Diatom,Dactyliosolen fragilissimus,Double Haven (Yan Chau Tong),22.52420005,114.2966332, WGS84
522,1996-08-13,Diatom,Leptocylindrus minimus,Yim Tin Tsai Fish Culture Zone,22.45457913,114.2084315, WGS84
523,1996-09-29,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
524,1996-11-06,Diatom,Thalassiosira mala,Tolo Harbour,22.44363313,114.2222934, WGS84
525,1996-11-06,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.44363313,114.2222934, WGS84
526,1996-11-29,Others,Trichodesmium spp.,"Repulse Bay Beach and South Bay Beach, Hong Kong Island",22.2358796,114.1954608, WGS84
527,1996-12-17,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
528,1996-12-17,Dinoflagellates,Noctiluca scintillans,Starling Inlet (Sha Tau Kok Hoi) and Crooked Harbour (Kat O Hoi),22.54089488,114.2776817, WGS84
529,1996-12-30,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai Fish Culture Zone,22.45460274,114.208099, WGS84
530,1996-12-31,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53917613,114.3034255, WGS84
531,1996-12-31,Dinoflagellates,Prorocentrum minimum,Shatin Hoi,22.42598873,114.2197713, WGS84
532,1997-01-11,Others,Undetermined sp.,"Stanley Main Beach, Hong Kong Island",22.22082333,114.2151302, WGS84
533,1997-01-21,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.52420005,114.2966332, WGS84
534,1997-02-21,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai Fish Culture Zone,22.45410587,114.2102906, WGS84
535,1997-02-26,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
536,1997-03-06,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53917613,114.3034255, WGS84
537,1997-03-06,Dinoflagellates,Noctiluca scintillans,Tap Mun Fish Culture Zone,22.47290289,114.3565198, WGS84
538,1997-03-07,Dinoflagellates,Noctiluca scintillans,"Tai Mei Tuk, Tai Po",22.46987484,114.2306407, WGS84
539,1997-03-10,Dinoflagellates,Karenia mikimotoi,Tolo Harbour,22.44363313,114.2222934, WGS84
540,1997-03-10,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53925772,114.3034743, WGS84
541,1997-03-10,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
542,1997-03-10,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.44363313,114.2222934, WGS84
543,1997-03-12,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.23588709,114.1954588, WGS84
544,1997-03-14,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
545,1997-04-17,Dinoflagellates,Prorocentrum sigmoides,Yim Tin Tsai Fish Culture Zone,22.45463587,114.2101007, WGS84
546,1997-04-17,Dinoflagellates,Prorocentrum triestinum,Yim Tin Tsai Fish Culture Zone,22.45463587,114.2101007, WGS84
547,1997-04-17,Others,Heterosigma akashiwo,Yim Tin Tsai Fish Culture Zone,22.45463587,114.2101007, WGS84
548,1997-05-01,Others,Mesodinium rubrum,Tuen Mun near Tai Lam Kok,22.35364208,114.0202802, WGS84
549,1997-05-09,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.44363313,114.2222934, WGS84
550,1997-05-15,Dinoflagellates,Heterocapsa rotundata,"Tuen Mun near Tai Lam Kok and Lido Beach, Tsuen Wan",22.35365504,114.0202662, WGS84
551,1997-07-27,Others,Mesodinium rubrum,"Pui O Beach, Lantau Island",22.23699878,113.9758622, WGS84
552,1997-07-31,Dinoflagellates,Prorocentrum minimum,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
553,1997-10-29,Others,Teleaulax acuta,Shing Mun River,22.39521584,114.2064342, WGS84
554,1997-11-25,Diatom,Thalassiosira pseudonana,Shing Mun River,22.39732878,114.2086331, WGS84
555,1998-02-20,Dinoflagellates,Noctiluca scintillans,"Repulse Bay Beach, Hong Kong Island",22.23589589,114.1954619, WGS84
556,1998-02-20,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.23236082,114.2235289, WGS84
557,1998-03-13,Dinoflagellates,Noctiluca scintillans,"Little Palm Beach, Sai Kung",22.32045802,114.2869146, WGS84
558,1998-03-16,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
559,1998-03-17,Others,Undetermined sp.,"Tai Long Sai Wan, Sai Kung",22.39893851,114.373077, WGS84
560,1998-03-18,Dinoflagellates,Karenia digitata,"Double Haven, Crooked Harbour, O Pui Tong",22.54104936,114.2776164, WGS84
561,1998-03-23,Dinoflagellates,Karenia digitata,Leung Shuen Wan and Kau Sai Fish Culture Zones,22.34142295,114.3184258, WGS84
562,1998-03-25,Diatom,Chaetoceros spp.,Yim Tin Tsai (East) Fish Culture Zone and Tolo Harbour,22.44319264,114.2209592, WGS84
563,1998-03-25,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
564,1998-03-25,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai (East) Fish Culture Zone and Tolo Harbour,22.44319264,114.2209592, WGS84
565,1998-03-25,Dinoflagellates,Prorocentrum minimum,Yim Tin Tsai (East) Fish Culture Zone and Tolo Harbour,22.44319264,114.2209592, WGS84
566,1998-04-01,Diatom,Chaetoceros curvisetus,"Chung Hom Kok Beach, Hong Kong Island",22.21745237,114.2012754, WGS84
567,1998-04-01,Dinoflagellates,Noctiluca scintillans,"Chung Hom Kok Beach, Hong Kong Island",22.21745237,114.2012754, WGS84
568,1998-04-02,Dinoflagellates,Karenia digitata,Yung Shue Au Fish Culture Zones,22.42370926,114.2779808, WGS84
569,1998-04-03,Dinoflagellates,Karenia digitata,Kat O and O Pui Tong Fish Culture Zones,22.54468189,114.300286, WGS84
570,1998-04-03,Dinoflagellates,Karenia digitata,Tai Tau Chau and Kai Lung Wan Fish Culture Zones,22.36911975,114.3234437, WGS84
571,1998-04-07,Dinoflagellates,Prorocentrum dentatum,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
572,1998-04-07,Dinoflagellates,Prorocentrum minimum,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
573,1998-04-09,Dinoflagellates,Karenia digitata,Hong Kong South Waters,22.16689734,114.1787351, WGS84
574,1998-04-10,Dinoflagellates,Karenia digitata,Sham Wan and Tap Mun Fish Culture Zones,22.44053847,114.3531524, WGS84
575,1998-04-11,Dinoflagellates,Karenia digitata,"Yim Tin Tsai, Yim Tin Tsai (East) and Yung Shue Au Fish Culture Zones",22.42370661,114.2780569, WGS84
576,1998-04-11,Dinoflagellates,Prorocentrum minimum,"Yim Tin Tsai, Yim Tin Tsai (East) and Yung Shue Au Fish Culture Zones",22.42370661,114.2780569, WGS84
577,1998-04-17,Dinoflagellates,Noctiluca scintillans,"Shek O Beach, Hong Kong Island",22.2284582,114.2518629, WGS84
578,1998-04-24,Dinoflagellates,Cochlodinium polykrikoides,Southern Beaches,22.24390969,114.1868076, WGS84
579,1998-04-25,Dinoflagellates,Gymnodinium sanguineum,"Sha Chau, Lung Kwu Chau, Tap Shek Kok",22.37371206,113.8779623, WGS84
580,1998-04-29,Dinoflagellates,Gyrodinium instriatum,"Tuen Mun Beaches, Chek Lap Kok to Ma Wan Fish Culture Zone",22.34432934,114.0003727, WGS84
581,1998-05-02,Dinoflagellates,Karenia longicanalis,Hong Kong South Waters,22.16859212,114.1829843, WGS84
582,1998-05-05,Dinoflagellates,Cochlodinium polykrikoides,Deep Water Bay near Ocean Park,22.24135479,114.1787497, WGS84
583,1998-05-09,Dinoflagellates,Gyrodinium spirale,"Silvermine Bay Beach, Lantau Island",22.26981966,114.0008531, WGS84
584,1998-05-20,Dinoflagellates,Heterocapsa circularisquama,Yim Tin Tsai Fish Culture Zone and Tolo Harbour,22.44429424,114.2223677, WGS84
585,1998-05-28,Diatom,Leptocylindrus minimus,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.45444022,114.2223898, WGS84
586,1998-05-28,Diatom,Skeletonema costatum,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.45444022,114.2223898, WGS84
587,1998-05-28,Diatom,Thalassiosira spp.,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.45444022,114.2223898, WGS84
588,1998-06-05,Diatom,Thalassiosira spp.,Cheung Sha Wan Fish Culture Zone,22.23612415,114.0063176, WGS84
589,1998-06-15,Diatom,Skeletonema costatum,"Cheung Sha Wan and Lo Tik Wan Fish Culture Zones, East Lamma Channel",22.22647694,114.1481172, WGS84
590,1998-06-15,Diatom,Thalassiosira spp.,"Cheung Sha Wan and Lo Tik Wan Fish Culture Zones, East Lamma Channel",22.22647694,114.1481172, WGS84
591,1998-06-30,Diatom,Skeletonema costatum,"Lo Tik Wan Fish Culture Zone, East Lamma Channel, Aberdeen",22.22656032,114.1482808, WGS84
592,1998-08-24,Dinoflagellates,Ceratium furca,"Rocky Harbour and Port Shelter (Ngau Mei Hoi), Sai Kung",22.34431419,114.2888318, WGS84
593,1998-09-16,Dinoflagellates,Ceratium furca,"Crooked Harboour to Wong Chuk Kok Hoi, Tolo Harbour",22.52349806,114.2932423, WGS84
594,1998-11-01,Others,Mesodinium rubrum,Hong Kong South Waters,22.16867997,114.1767859, WGS84
595,1998-11-23,Diatom,Thalassiosira pseudonana,Shing Mun River,22.39732878,114.2086331, WGS84
596,1998-11-23,Dinoflagellates,Prorocentrum triestinum,Shing Mun River,22.39732878,114.2086331, WGS84
597,1998-12-02,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53925772,114.3034743, WGS84
598,1998-12-02,Dinoflagellates,Prorocentrum dentatum,Kat O Fisheries Research Station,22.53925772,114.3034743, WGS84
599,1998-12-18,Dinoflagellates,Prorocentrum dentatum,Kat O Fisheries Research Station and O Pui Tong Fish Culture Zone,22.54465805,114.300352, WGS84
600,1998-12-18,Dinoflagellates,Prorocentrum dentatum,Sham Wan Fish Culture Zone and Wong Shek Pier,22.44042372,114.3531089, WGS84
601,1998-12-21,Diatom,Cerataulina pelagica,Yim Tin Tsai Fish Culture Zone and Tolo Harbour,22.44426379,114.2224014, WGS84
602,1999-01-18,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.46643913,114.3324417, WGS84
603,1999-01-18,Dinoflagellates,Noctiluca scintillans,Yung Shue Au Fish Culture Zone,22.42366058,114.2777632, WGS84
604,1999-01-28,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.54083519,114.422517, WGS84
605,1999-02-11,Diatom,Skeletonema costatum,Sha Chau,22.343507,113.8927279, WGS84
606,1999-03-01,Dinoflagellates,Gonyaulax polygramma,Kau Sai Fish Culture Zone,22.34142886,114.3184377, WGS84
607,1999-03-01,Others,Undetermined sp.,"Ha Pak Nai and Black Point (Lan Kok Tsui), Tuen Mun",22.43065648,113.9389925, WGS84
608,1999-03-05,Dinoflagellates,Gonyaulax polygramma,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
609,1999-03-10,Dinoflagellates,Gonyaulax polygramma,Lo Tik Wan Fish Culture Zone,22.22068965,114.1299121, WGS84
610,1999-03-12,Dinoflagellates,Gonyaulax polygramma,Rocky Harbour near Pak A,22.35324407,114.3499588, WGS84
611,1999-03-14,Dinoflagellates,Gonyaulax polygramma,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
612,1999-03-14,Dinoflagellates,Prorocentrum balticum,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
613,1999-03-16,Dinoflagellates,Gonyaulax polygramma,North-eastern Hong Kong waters including Wong Wan Fish Culture Zone,22.55464528,114.322556, WGS84
614,1999-03-19,Dinoflagellates,Gonyaulax polygramma,Deep Water Bay near Ocean Park,22.24135479,114.1787497, WGS84
615,1999-03-27,Dinoflagellates,Gonyaulax polygramma,"Pillar Point (Mong Hau Shek), Tuen Mun",22.36106164,113.952064, WGS84
616,1999-04-01,Others,Heterosigma akashiwo,"Golden Beach, Tuen Mun",22.36751769,113.9882299, WGS84
617,1999-04-09,Others,Heterosigma akashiwo,Tuen Mun River,22.39444279,113.972842, WGS84
618,1999-04-10,Dinoflagellates,Noctiluca scintillans,"Ma Shi Chau, Tolo Harbour",22.45137532,114.2335935, WGS84
619,1999-04-17,Others,Undetermined sp.,"Lower Cheung Sha Beach, Lantau Island",22.22656626,113.9432386, WGS84
620,1999-04-19,Dinoflagellates,Heterocapsa circularisquama,Yim Tin Tsai Fish Culture Zone,22.45371375,114.2091298, WGS84
621,1999-04-23,Dinoflagellates,Noctiluca scintillans,"Lido Beach Beach, Tsuen Wan",22.3668156,114.0764671, WGS84
622,1999-07-22,Others,Heterosigma akashiwo,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.45444022,114.2223898, WGS84
623,1999-08-17,Diatom,Leptocylindrus spp.,West Lamma Channel,22.20831965,114.0727213, WGS84
624,1999-08-17,Diatom,Nitzschia longissima,West Lamma Channel,22.20831965,114.0727213, WGS84
625,1999-08-17,Diatom,Pseudo-nitzschia spp.,West Lamma Channel,22.20831965,114.0727213, WGS84
626,1999-11-15,Others,Mesodinium rubrum,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
627,1999-11-24,Others,Mesodinium rubrum,Hong Kong South Waters including Clear Water Bay Second Beach,22.1672467,114.1865564, WGS84
628,1999-12-02,Others,Mesodinium rubrum,"Clear Water Bay to Fat Tong Kok, Kau Sai Fish Culture Zone",22.26893448,114.3084312, WGS84
629,1999-12-10,Others,Mesodinium rubrum,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
630,1999-12-13,Dinoflagellates,Prorocentrum dentatum,Shing Mun River,22.39711924,114.2084204, WGS84
631,1999-12-13,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.39711924,114.2084204, WGS84
632,1999-12-13,Others,Mesodinium rubrum,"Clear Water Bay Second Beach, Sai Kung",22.28711871,114.2890623, WGS84
633,1999-12-14,Others,Mesodinium rubrum,Deep Water Bay near Ocean Park,22.24135479,114.1787497, WGS84
634,1999-12-28,Others,Mesodinium rubrum,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
635,1999-12-28,Others,Mesodinium rubrum,"Wong Shek Pier, Sai Kung",22.43535876,114.3376459, WGS84
636,1999-12-30,Others,Mesodinium rubrum,"Tai Long Sai Wan, Sai Kung",22.39893851,114.373077, WGS84
637,2000-01-05,Others,Heterosigma akashiwo,"Castle Peak Bay, Tuen Mun",22.38526533,113.9688151, WGS84
638,2000-01-07,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.39065231,114.2022525, WGS84
639,2000-01-11,Others,Mesodinium rubrum,"Tung Wan Beach, Cheung Chau",22.21168274,114.0313817, WGS84
640,2000-01-12,Others,Mesodinium rubrum,Deep Water Bay near Ocean Park,22.22955595,114.1689099, WGS84
641,2000-01-12,Others,Mesodinium rubrum,Lantau Island (Southwest),22.1805217,113.8591733, WGS84
642,2000-01-26,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3942952,114.2054407, WGS84
643,2000-02-14,Dinoflagellates,Noctiluca scintillans,Lo Tik Wan Fish Culture Zone,22.22210561,114.1295282, WGS84
644,2000-02-14,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.32358367,114.2738046, WGS84
645,2000-02-16,Others,Mesodinium rubrum,"Tai Long Sai Wan, Sai Kung",22.3996065,114.3740796, WGS84
646,2000-02-19,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.32320822,114.2731444, WGS84
647,2000-02-22,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.52620293,114.2951476, WGS84
648,2000-03-07,Others,Heterosigma akashiwo,Sha Tau Kok Hoi and Sha Tau Kok Fish Culture Zone,22.53571088,114.2230996, WGS84
649,2000-03-13,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.32296655,114.2727228, WGS84
650,2000-03-14,Dinoflagellates,Noctiluca scintillans,"Hebe Haven (Pak Sha Wan), Sai Kung",22.35879812,114.2620351, WGS84
651,2000-03-15,Dinoflagellates,Akashiwo sanguinea,Port Island (Chek Chau),22.50227507,114.3537544, WGS84
652,2000-03-16,Dinoflagellates,Akashiwo sanguinea,Sha Tin Hoi,22.41319457,114.21788, WGS84
653,2000-04-04,Dinoflagellates,Noctiluca scintillans,"Pui O Beach, Lantau Island",22.23916105,113.9735664, WGS84
654,2000-04-05,Dinoflagellates,Noctiluca scintillans,Pak Shek Kok and Wu Kai Sha,22.43496317,114.2511632, WGS84
655,2000-04-05,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229063,114.2723738, WGS84
656,2000-04-10,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.32282802,114.272216, WGS84
657,2000-04-29,Dinoflagellates,Prorocentrum sigmoides,Kat O Fisheries Research Station,22.53678884,114.3030107, WGS84
658,2000-05-03,Dinoflagellates,Prorocentrum minimum,Tolo Harbour near Tai Po Industrial Estate,22.44707095,114.1875712, WGS84
659,2000-05-03,Dinoflagellates,Prorocentrum sigmoides,O Pui Tong,22.54595699,114.2966615, WGS84
660,2000-05-03,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour near Tai Po Industrial Estate,22.44707095,114.1875712, WGS84
661,2000-05-04,Dinoflagellates,Ceratium furca,Tolo Channel near Lo Fu Wat,22.46598457,114.2751433, WGS84
662,2000-06-13,Dinoflagellates,Prorocentrum dentatum,Sha Tin Hoi,22.43308073,114.20765, WGS84
663,2000-06-16,Dinoflagellates,Prorocentrum dentatum,Yim Tin Tsai Fish Culture Zone,22.45246082,114.2067995, WGS84
664,2000-06-26,Others,Undetermined sp.,Three Fathoms Cove (Kei Ling Ha Hoi),22.4392712,114.2709635, WGS84
665,2000-07-04,Dinoflagellates,Gonyaulax polygramma,Inner Port Shelter near Yeung Chau,22.38379635,114.2810753, WGS84
666,2000-08-18,Others,Hermesinum adriaticum,Kat O Fisheries Research Station,22.53641298,114.3028398, WGS84
667,2000-09-23,Dinoflagellates,Scrippsiella trochoidea,"Tai Long Wan, Sai Kung",22.41798266,114.3890814, WGS84
668,2000-09-24,Dinoflagellates,Scrippsiella trochoidea,"Big Wave Bay, Hong Kong Island",22.24378762,114.2515784, WGS84
669,2000-09-25,Dinoflagellates,Scrippsiella trochoidea,"Shek O Beach, Hong Kong Island",22.22834648,114.2517478, WGS84
670,2000-09-25,Others,Haematococcus pluvialis,Tolo Harbour near Sam Mun Tsai,22.46552885,114.2105343, WGS84
671,2000-09-25,Others,Haematococcus pluvialis,Yim Tin Tsai East Fish Culture Zone,22.45362942,114.221347, WGS84
672,2000-09-29,Dinoflagellates,Scrippsiella trochoidea,Port Shelter near The Hong Kong University of Science and Technology,22.33529256,114.2730617, WGS84
673,2000-09-29,Dinoflagellates,Scrippsiella trochoidea,"Stanley Main Beach, Hong Kong Island",22.22110919,114.2145612, WGS84
674,2000-09-29,Dinoflagellates,Scrippsiella trochoidea,Tolo Channel near Lo Fu Wat,22.46390363,114.2714837, WGS84
675,2000-09-30,Dinoflagellates,Scrippsiella trochoidea,O Pui Tong near Yeung Chau,22.54158708,114.3042784, WGS84
676,2000-10-01,Dinoflagellates,Scrippsiella trochoidea,Kat O Fisheries Research Station,22.53627309,114.3024907, WGS84
677,2000-10-03,Dinoflagellates,Scrippsiella trochoidea,Kat O Fisheries Research Station,22.53620109,114.3030135, WGS84
678,2000-10-04,Dinoflagellates,Scrippsiella trochoidea,Long Harbour near Nam Fung Wan,22.45846567,114.3424, WGS84
679,2000-10-08,Dinoflagellates,Scrippsiella trochoidea,Kat O Fisheries Research Station,22.5362207,114.3025143, WGS84
680,2000-10-12,Dinoflagellates,Scrippsiella trochoidea,Starling Inlet (Sha Tau Kok Hoi),22.5462572,114.2388585, WGS84
681,2000-10-17,Dinoflagellates,Scrippsiella trochoidea,Tolo Harbour near Tai Po Industrial Estate,22.45098179,114.183118, WGS84
682,2000-10-18,Others,Plagioselmis prolonga,Shing Mun River,22.3855247,114.1971508, WGS84
683,2000-11-01,Dinoflagellates,Protoperidinium quinquecorne,Shing Mun River,22.38448421,114.1961495, WGS84
684,2000-11-01,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River,22.38448421,114.1961495, WGS84
685,2000-11-01,Others,Plagioselmis prolonga,Shing Mun River,22.38448421,114.1961495, WGS84
686,2000-11-06,Dinoflagellates,Scrippsiella trochoidea,Yim Tin Tsai Fish Culture Zone,22.45246539,114.207754, WGS84
687,2000-11-15,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River ,22.38926345,114.2006318, WGS84
688,2000-11-17,Dinoflagellates,Scrippsiella trochoidea,Ma Liu Shui Pier,22.41979434,114.2165226, WGS84
689,2000-11-19,Dinoflagellates,Scrippsiella trochoidea,Yim Tin Tsai Fish Culture Zone,22.45397157,114.2048524, WGS84
690,2000-11-27,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.32283038,114.2722948, WGS84
691,2000-11-30,Others,Mesodinium rubrum,Port Shelter near Silverstrand Beach,22.32676469,114.281067, WGS84
